PlayerName,Affiliation,League,Age,Position,Games Played,Market Value (Euros),Last Updated Date,Highest Market Value (Euros),Highest Market Value Date
Thomas Lam,PEC Zwolle,Eredivisie,25,Defender ,0,1000000,"Last update: Jun 12, 2019",1500000,10/26/2017
Vito van Crooij,PEC Zwolle,Eredivisie,23,Forward ,0,1000000,"Last update: Sep 19, 2019",1250000,06/12/2019
Xavier Mous,PEC Zwolle,Eredivisie,24,Goalkeeper,32,800000,"Last update: Sep 19, 2019",800000,9/19/2019
Yuta Nakayama,PEC Zwolle,Eredivisie,22,Defender ,0,750000,"Last update: Jun 12, 2019",1000000,01/05/2018
Anderson Oliveira,Portimonense,Liga NOS,21,Midfielder ,0,100000,"Last update: Oct 11, 2019",,
Aylton Boa Morte,Portimonense,Liga NOS,26,Forward ,2,1500000,"Last update: Jun 7, 2019",1500000,06/07/2019
Dener,Portimonense,Liga NOS,27,Midfielder ,1,1500000,"Last update: Jun 7, 2019",1500000,01/11/2019
Emmanuel Hackman,Portimonense,Liga NOS,24,Defender ,0,500000,"Last update: Jun 7, 2019",800000,6/13/2018
Everson,Portimonense,Liga NOS,22,Defender ,0,200000,"Last update: Oct 11, 2019",400000,5/23/2018
Fernando Medeiros,Portimonense,Liga NOS,23,Midfielder ,0,100000,"Last update: Oct 11, 2019",100000,5/27/2016
Henrique,Portimonense,Liga NOS,24,Defender ,0,500000,"Last update: Jun 7, 2019",750000,09/11/2015
Iury,Portimonense,Liga NOS,24,Forward ,1,450000,"Last update: Jun 1, 2019",600000,01/12/2018
Jackson Martinez,Portimonense,Liga NOS,33,Forward ,0,3000000,"Last update: Jun 7, 2019",35000000,07/01/2015
Jadson,Portimonense,Liga NOS,28,Defender ,1,800000,"Last update: Jun 7, 2019",800000,06/07/2019
Jose Francisco Cevallos Jr.,Portimonense,Liga NOS,24,Midfielder ,0,1200000,"Last update: Jun 10, 2019",2200000,06/03/2018
Junior Tavares,Portimonense,Liga NOS,23,Defender ,0,1000000,"Last update: Jun 6, 2019",1000000,10/30/2017
Koki Anzai,Portimonense,Liga NOS,24,Defender ,1,1500000,"Last update: Jun 27, 2019",1500000,6/27/2019
Lucas Fernandes,Portimonense,Liga NOS,22,Midfielder ,1,2200000,"Last update: Oct 11, 2019",2200000,10/11/2019
Lucas Possignolo,Portimonense,Liga NOS,25,Defender ,0,1000000,"Last update: Jun 7, 2019",1000000,6/13/2018
Marlos Moreno,Portimonense,Liga NOS,23,Forward ,0,400000,"Last update: Oct 11, 2019",1000000,7/28/2016
Paulinho,Portimonense,Liga NOS,25,Midfielder ,1,3000000,"Last update: Jun 7, 2019",4000000,11/01/2018
Pedro Sa,Portimonense,Liga NOS,25,Midfielder ,0,2000000,"Last update: Jun 7, 2019",2000000,06/07/2019
Ricardo Ferreira,Portimonense,Liga NOS,29,Goalkeeper,16,600000,"Last update: Jun 7, 2019",650000,02/07/2018
Rômulo,Portimonense,Liga NOS,23,Midfielder ,1,750000,"Last update: Oct 11, 2019",750000,10/11/2019
Shuichi Gonda,Portimonense,Liga NOS,30,Goalkeeper,2,800000,"Last update: Jun 7, 2019",1250000,3/31/2014
Tabata,Portimonense,Liga NOS,22,Forward ,0,3000000,"Last update: Jun 7, 2019",3000000,06/07/2019
Willyan,Portimonense,Liga NOS,24,Defender ,0,400000,"Last update: Oct 11, 2019",400000,6/29/2018
Ze Gomes,Portimonense,Liga NOS,20,Forward ,0,400000,"Last update: Jun 29, 2019",1000000,6/30/2017
Bruma,PSV Eindhoven,Eredivisie,25,Forward ,2,10000000,"Last update: Jun 5, 2019",12500000,12/28/2017
Cody Gakpo,PSV Eindhoven,Eredivisie,20,Forward ,2,6000000,"Last update: Sep 19, 2019",6000000,9/19/2019
Daniel Schwaab,PSV Eindhoven,Eredivisie,31,Defender ,0,3500000,"Last update: Jun 12, 2019",5000000,6/29/2011
Denzel Dumfries,PSV Eindhoven,Eredivisie,23,Defender ,3,15000000,"Last update: Jun 12, 2019",15000000,06/12/2019
Donyell Malen,PSV Eindhoven,Eredivisie,20,Forward ,10,18000000,"Last update: Sep 19, 2019",18000000,9/19/2019
Erick Gutierrez,PSV Eindhoven,Eredivisie,24,Midfielder ,1,6500000,"Last update: Jun 12, 2019",7500000,8/23/2018
Gaston Pereiro,PSV Eindhoven,Eredivisie,24,Midfielder ,1,12000000,"Last update: Jun 12, 2019",15000000,10/04/2018
Ibrahim Afellay,PSV Eindhoven,Eredivisie,33,Midfielder ,0,1000000,"Last update: Sep 19, 2019",15000000,7/20/2011
Jeroen Zoet,PSV Eindhoven,Eredivisie,28,Goalkeeper,14,12000000,"Last update: Jun 12, 2019",12500000,12/28/2018
Jordan Teze,PSV Eindhoven,Eredivisie,20,Defender ,0,500000,"Last update: Jun 12, 2019",500000,06/12/2019
Jorrit Hendrix,PSV Eindhoven,Eredivisie,24,Midfielder ,0,6000000,"Last update: Sep 19, 2019",10000000,10/04/2018
Konstantinos Mitroglou,PSV Eindhoven,Eredivisie,31,Forward ,1,7000000,"Last update: Jun 4, 2019",12000000,02/05/2014
Lars Unnerstall,PSV Eindhoven,Eredivisie,29,Goalkeeper,5,3500000,"Last update: Jun 12, 2019",3500000,12/28/2018
Michal Sadilek,PSV Eindhoven,Eredivisie,20,Midfielder ,1,3000000,"Last update: Jun 12, 2019",3000000,06/12/2019
Mohamed Ihattaren,PSV Eindhoven,Eredivisie,17,Midfielder ,1,15000000,"Last update: Sep 19, 2019",15000000,9/19/2019
Nick Viergever,PSV Eindhoven,Eredivisie,30,Defender ,0,4000000,"Last update: Jun 12, 2019",4000000,07/06/2012
Olivier Boscagli,PSV Eindhoven,Eredivisie,22,Defender ,0,3000000,"Last update: Jun 3, 2019",3000000,09/06/2018
Pablo Rosario,PSV Eindhoven,Eredivisie,22,Midfielder ,2,13000000,"Last update: Jun 12, 2019",13000000,06/12/2019
Ritsu Doan,PSV Eindhoven,Eredivisie,21,Forward ,2,10000000,"Last update: Jun 12, 2019",10000000,06/12/2019
Robbin Ruiter,PSV Eindhoven,Eredivisie,32,Goalkeeper,1,1500000,"Last update: Aug 1, 2019",3000000,02/05/2016
Ryan Thomas,PSV Eindhoven,Eredivisie,24,Midfielder ,0,2500000,"Last update: Jun 12, 2019",3000000,1/17/2018
Sam Lammers,PSV Eindhoven,Eredivisie,22,Forward ,1,9000000,"Last update: Jun 12, 2019",9000000,06/12/2019
Steven Bergwijn,PSV Eindhoven,Eredivisie,22,Forward ,2,35000000,"Last update: Jun 12, 2019",35000000,06/12/2019
Timo Baumgartl,PSV Eindhoven,Eredivisie,23,Defender ,1,9000000,"Last update: Jun 5, 2019",15000000,12/18/2018
Toni Lato,PSV Eindhoven,Eredivisie,22,Defender ,0,5000000,"Last update: Jun 11, 2019",8000000,01/01/2018
Yanick van Osch,PSV Eindhoven,Eredivisie,22,Goalkeeper,62,500000,"Last update: Jun 12, 2019",500000,1/17/2018
Abdallah Ndour,R. Strasbourg,Ligue 1,25,Defender ,0,600000,"Last update: Jun 3, 2019",600000,6/15/2017
Adrien Thomasson,R. Strasbourg,Ligue 1,25,Midfielder ,3,8000000,"Last update: Jun 3, 2019",8000000,06/04/2018
Alexander Djiku,R. Strasbourg,Ligue 1,25,Defender ,0,8000000,"Last update: Jun 3, 2019",8000000,06/04/2018
Anthony Caci,R. Strasbourg,Ligue 1,22,Defender ,0,3000000,"Last update: Jun 3, 2019",3000000,06/03/2019
Benjamin Corgnet,R. Strasbourg,Ligue 1,32,Midfielder ,0,800000,"Last update: Jun 3, 2019",6500000,1/14/2014
Bingourou Kamara,R. Strasbourg,Ligue 1,23,Goalkeeper,0,2500000,"Last update: Jun 3, 2019",2500000,1/24/2018
Dimitri Lienard,R. Strasbourg,Ligue 1,31,Midfielder ,2,2000000,"Last update: Jun 3, 2019",2000000,1/24/2018
Eiji Kawashima,R. Strasbourg,Ligue 1,36,Goalkeeper,170,250000,"Last update: Jun 3, 2019",3000000,6/25/2013
Ibrahima Sissoko,R. Strasbourg,Ligue 1,22,Midfielder ,0,6500000,"Last update: Jun 3, 2019",6500000,06/03/2019
Ismael Aaneba,R. Strasbourg,Ligue 1,20,Defender ,0,1000000,"Last update: Jun 3, 2019",1000000,03/07/2019
Jean-Ricner Bellegarde,R. Strasbourg,Ligue 1,21,Midfielder ,0,2500000,"Last update: Sep 27, 2019",2500000,9/27/2019
Jeremy Grimm,R. Strasbourg,Ligue 1,32,Midfielder ,0,500000,"Last update: Jun 3, 2019",600000,6/15/2017
Kenny Lala,R. Strasbourg,Ligue 1,28,Defender ,1,14000000,"Last update: Jun 3, 2019",14000000,06/03/2019
Kevin Zohi,R. Strasbourg,Ligue 1,22,Forward ,2,2000000,"Last update: Jun 3, 2019",2000000,12/17/2018
Lamine Kone,R. Strasbourg,Ligue 1,30,Defender ,0,3000000,"Last update: Jun 3, 2019",7000000,2/20/2017
Lebo Mothiba,R. Strasbourg,Ligue 1,23,Forward ,2,7000000,"Last update: Jun 3, 2019",7000000,12/17/2018
Lionel Carole,R. Strasbourg,Ligue 1,28,Defender ,0,3000000,"Last update: Jun 3, 2019",3500000,01/10/2017
Louis Pelletier,R. Strasbourg,Ligue 1,19,Goalkeeper,0,150000,"Last update: Jun 3, 2019",150000,10/24/2018
Ludovic Ajorque,R. Strasbourg,Ligue 1,25,Forward ,3,4000000,"Last update: Jun 3, 2019",4000000,06/03/2019
Matz Sels,R. Strasbourg,Ligue 1,27,Goalkeeper,14,7000000,"Last update: Jun 3, 2019",7000000,06/03/2019
Moataz Zemzemi,R. Strasbourg,Ligue 1,20,Midfielder ,0,250000,"Last update: Jun 3, 2019",250000,1/23/2018
Mohamed Simakan,R. Strasbourg,Ligue 1,19,Defender ,0,2500000,"Last update: Sep 27, 2019",,
Nuno Da Costa,R. Strasbourg,Ligue 1,28,Forward ,0,5000000,"Last update: Jun 3, 2019",5000000,12/17/2018
Sanjin Prcic,R. Strasbourg,Ligue 1,26,Midfielder ,0,4000000,"Last update: Jun 3, 2019",4000000,06/03/2019
Stefan Mitrovic,R. Strasbourg,Ligue 1,29,Defender ,0,3500000,"Last update: Jun 3, 2019",3500000,12/17/2018
Youssouf Fofana,R. Strasbourg,Ligue 1,20,Midfielder ,0,5000000,"Last update: Jun 3, 2019",5000000,03/07/2019
Ademola Lookman,RB Leipzig,Bundesliga,22,Forward ,0,20000000,"Last update: Jun 13, 2019",20000000,10/17/2018
Amadou Haidara,RB Leipzig,Bundesliga,21,Midfielder ,0,20000000,"Last update: Jun 5, 2019",20000000,12/19/2018
Christopher Nkunku,RB Leipzig,Bundesliga,22,Midfielder ,3,15000000,"Last update: Oct 2, 2019",15000000,10/02/2019
Dayot Upamecano,RB Leipzig,Bundesliga,21,Defender ,0,40000000,"Last update: Oct 2, 2019",40000000,10/02/2019
Diego Demme,RB Leipzig,Bundesliga,28,Midfielder ,0,17000000,"Last update: Jun 5, 2019",17000000,03/06/2019
Emil Forsberg,RB Leipzig,Bundesliga,28,Forward ,2,25000000,"Last update: Jun 5, 2019",25000000,12/28/2017
Ethan Ampadu,RB Leipzig,Bundesliga,19,Defender ,0,10000000,"Last update: Jun 13, 2019",10000000,03/05/2019
Fabrice Hartmann,RB Leipzig,Bundesliga,18,Forward ,1,400000,"Last update: Jul 28, 2019",,
Frederik Jäkel,RB Leipzig,Bundesliga,18,Defender ,1,150000,"Last update: Jul 28, 2019",,
Hannes Wolf,RB Leipzig,Bundesliga,20,Midfielder ,16,12000000,"Last update: Jun 3, 2019",12000000,06/03/2019
Ibrahima Konate,RB Leipzig,Bundesliga,20,Defender ,0,45000000,"Last update: Jun 5, 2019",45000000,06/05/2019
Kevin Kampl,RB Leipzig,Bundesliga,29,Midfielder ,1,22000000,"Last update: Jun 5, 2019",22000000,03/06/2019
Konrad Laimer,RB Leipzig,Bundesliga,22,Midfielder ,0,17000000,"Last update: Jun 5, 2019",17000000,06/05/2019
Luan Cândido,RB Leipzig,Bundesliga,18,Defender ,0,4000000,"Last update: May 28, 2019",,
Lukas Klostermann,RB Leipzig,Bundesliga,23,Defender ,1,30000000,"Last update: Jun 5, 2019",30000000,06/05/2019
Mads Bidstrup,RB Leipzig,Bundesliga,18,,1,1000000,"Last update: Jul 28, 2019",,
Malik Talabidi,RB Leipzig,Bundesliga,18,Position:                            Centre,0,150000,"Last update: Jul 28, 2019",,
Marcel Halstenberg,RB Leipzig,Bundesliga,28,Defender ,2,22000000,"Last update: Jun 5, 2019",22000000,06/05/2019
Marcel Sabitzer,RB Leipzig,Bundesliga,25,Forward ,4,30000000,"Last update: Oct 2, 2019",30000000,10/02/2019
Marcelo Saracchi,RB Leipzig,Bundesliga,21,Defender ,1,10000000,"Last update: Jun 5, 2019",14000000,12/18/2018
Matheus Cunha,RB Leipzig,Bundesliga,20,Forward ,0,15000000,"Last update: Jun 5, 2019",15000000,06/05/2019
Nordi Mukiele,RB Leipzig,Bundesliga,22,Defender ,1,22000000,"Last update: Oct 2, 2019",22000000,10/02/2019
Patrik Schick,RB Leipzig,Bundesliga,23,Forward ,0,15000000,"Last update: Jun 6, 2019",20000000,10/13/2017
Peter Gulacsi,RB Leipzig,Bundesliga,29,Goalkeeper,12,12000000,"Last update: Jun 5, 2019",12000000,06/05/2019
Philipp Tschauner,RB Leipzig,Bundesliga,34,Goalkeeper,0,400000,"Last update: Jun 12, 2019",1500000,10/18/2017
Stefan Ilsanker,RB Leipzig,Bundesliga,30,Midfielder ,0,3000000,"Last update: Oct 2, 2019",5500000,6/19/2017
Timo Werner,RB Leipzig,Bundesliga,23,Forward ,11,65000000,"Last update: Jun 5, 2019",65000000,12/18/2018
Tom Krauss,RB Leipzig,Bundesliga,18,Midfielder ,0,300000,"Last update: Jul 28, 2019",,
Tyler Adams,RB Leipzig,Bundesliga,20,Midfielder ,2,13000000,"Last update: Jun 5, 2019",13000000,06/05/2019
Willi Orban,RB Leipzig,Bundesliga,27,Defender ,1,20000000,"Last update: Jun 5, 2019",20000000,06/05/2019
Yussuf Poulsen,RB Leipzig,Bundesliga,25,Forward ,2,35000000,"Last update: Jun 5, 2019",35000000,06/05/2019
Yvon Mvogo,RB Leipzig,Bundesliga,25,Goalkeeper,3,3000000,"Last update: Jun 5, 2019",3000000,4/14/2015
Abdon Prats,RCD Mallorca,LaLiga,26,Forward ,0,800000,"Last update: Jun 29, 2019",800000,6/29/2019
Abdul Rahman Baba,RCD Mallorca,LaLiga,25,Defender ,0,5000000,"Last update: Jun 3, 2019",15000000,10/14/2015
Aleix Febas,RCD Mallorca,LaLiga,23,Midfielder ,0,4000000,"Last update: Jun 29, 2019",4000000,6/29/2019
Aleksandar Sedlar,RCD Mallorca,LaLiga,27,Defender ,0,900000,"Last update: Jun 29, 2019",900000,6/29/2019
Aleksandar Trajkovski,RCD Mallorca,LaLiga,27,Forward ,0,2000000,"Last update: Jun 5, 2019",2000000,06/05/2019
Alex Alegria,RCD Mallorca,LaLiga,27,Forward ,0,800000,"Last update: Jun 29, 2019",2000000,06/05/2017
Ante Budimir,RCD Mallorca,LaLiga,28,Forward ,3,2000000,"Last update: Sep 10, 2019",3000000,6/13/2016
Antonio Raillo,RCD Mallorca,LaLiga,28,Defender ,0,2500000,"Last update: Sep 10, 2019",2500000,09/10/2019
Ariday Cabrera,RCD Mallorca,LaLiga,31,Forward ,0,400000,"Last update: Jun 29, 2019",400000,8/17/2017
Cucho Hernandez,RCD Mallorca,LaLiga,20,Forward ,16,10000000,"Last update: Jun 11, 2019",10000000,06/11/2019
Dani Rodriguez,RCD Mallorca,LaLiga,31,Midfielder ,2,700000,"Last update: Jun 29, 2019",700000,6/29/2019
Fabri,RCD Mallorca,LaLiga,31,Goalkeeper,3,4000000,"Last update: Jun 13, 2019",5000000,8/13/2018
Fran Gamez,RCD Mallorca,LaLiga,28,Defender ,0,500000,"Last update: Jun 29, 2019",500000,2/19/2019
Iddrisu Baba,RCD Mallorca,LaLiga,23,Midfielder ,0,1000000,"Last update: Sep 10, 2019",1000000,09/10/2019
Joan Sastre,RCD Mallorca,LaLiga,22,Defender ,0,2000000,"Last update: Jun 29, 2019",2000000,6/29/2019
Josep Sene,RCD Mallorca,LaLiga,27,Midfielder ,0,250000,"Last update: Jun 29, 2019",500000,06/05/2017
Lago Junior,RCD Mallorca,LaLiga,28,Forward ,3,2000000,"Last update: Jun 29, 2019",2000000,6/29/2019
Lumor,RCD Mallorca,LaLiga,23,Defender ,0,1400000,"Last update: Jun 4, 2019",2500000,02/07/2018
Manolo Reina,RCD Mallorca,LaLiga,34,Goalkeeper,16,300000,"Last update: Jun 29, 2019",2000000,02/04/2011
Marc Pedraza,RCD Mallorca,LaLiga,32,Midfielder ,0,400000,"Last update: Jun 29, 2019",600000,7/15/2016
Martin Valjent,RCD Mallorca,LaLiga,23,Defender ,0,2500000,"Last update: Sep 10, 2019",2500000,09/10/2019
Miquel Parera,RCD Mallorca,LaLiga,23,Goalkeeper,0,300000,"Last update: Jun 29, 2019",300000,2/19/2019
Pablo Chavarria,RCD Mallorca,LaLiga,31,Forward ,0,2500000,"Last update: Jun 3, 2019",3000000,12/17/2018
Salva Sevilla,RCD Mallorca,LaLiga,35,Midfielder ,2,200000,"Last update: Jun 29, 2019",2000000,08/08/2011
Takefusa Kubo,RCD Mallorca,LaLiga,18,Midfielder ,1,10000000,"Last update: Sep 10, 2019",10000000,09/10/2019
Xisco Campos,RCD Mallorca,LaLiga,37,Defender ,0,100000,"Last update: Jun 29, 2019",800000,08/06/2009
Yannis Salibur,RCD Mallorca,LaLiga,28,Forward ,0,2000000,"Last update: Sep 10, 2019",5000000,06/01/2017
Aissa Mandi,Real Betis,LaLiga,28,Defender ,0,16000000,"Last update: Jun 11, 2019",16000000,06/11/2019
Alex Moreno,Real Betis,LaLiga,26,Defender ,0,7000000,"Last update: Sep 10, 2019",12000000,06/11/2019
Alfonso Pedraza,Real Betis,LaLiga,23,Defender ,0,17500000,"Last update: Sep 10, 2019",22000000,06/11/2019
Andres Guardado,Real Betis,LaLiga,33,Midfielder ,0,5000000,"Last update: Jun 11, 2019",12000000,7/22/2009
Antonio Barragan,Real Betis,LaLiga,32,Defender ,0,2000000,"Last update: Jun 11, 2019",5000000,07/01/2015
Borja Iglesias,Real Betis,LaLiga,26,Forward ,1,28000000,"Last update: Jun 11, 2019",28000000,06/11/2019
Cristian Tello,Real Betis,LaLiga,28,Forward ,0,10000000,"Last update: Jun 11, 2019",12000000,06/12/2013
Dani Martin,Real Betis,LaLiga,21,Goalkeeper,7,5000000,"Last update: Sep 10, 2019",5000000,09/10/2019
Diego Lainez,Real Betis,LaLiga,19,Forward ,0,14000000,"Last update: Jun 11, 2019",14000000,2/28/2019
Emerson,Real Betis,LaLiga,20,Defender ,2,6000000,"Last update: Sep 10, 2019",6000000,2/28/2019
Francis Guerrero,Real Betis,LaLiga,23,Defender ,1,4000000,"Last update: Sep 10, 2019",7500000,10/31/2018
Javi Garcia,Real Betis,LaLiga,32,Midfielder ,0,2000000,"Last update: Jun 11, 2019",20000000,09/09/2012
Joaquin,Real Betis,LaLiga,38,Forward ,1,2000000,"Last update: Jun 11, 2019",28000000,8/24/2007
Joel Robles,Real Betis,LaLiga,29,Goalkeeper,16,5000000,"Last update: Jun 11, 2019",5000000,08/01/2016
Juanmi,Real Betis,LaLiga,26,Forward ,0,8000000,"Last update: Jun 11, 2019",10000000,06/05/2017
Loren Moron,Real Betis,LaLiga,25,Forward ,8,10000000,"Last update: Jun 11, 2019",15000000,7/30/2018
Marc Bartra,Real Betis,LaLiga,28,Defender ,0,22000000,"Last update: Jun 11, 2019",22000000,10/31/2018
Nabil Fekir,Real Betis,LaLiga,26,Midfielder ,3,60000000,"Last update: Jun 3, 2019",70000000,12/17/2018
Sergio Canales,Real Betis,LaLiga,28,Midfielder ,0,25000000,"Last update: Jun 11, 2019",25000000,06/11/2019
Sidnei,Real Betis,LaLiga,30,Defender ,0,10000000,"Last update: Jun 11, 2019",10000000,06/11/2019
Wilfrid Kaptoum,Real Betis,LaLiga,23,Midfielder ,0,4000000,"Last update: Jun 11, 2019",4000000,06/11/2019
William Carvalho,Real Betis,LaLiga,27,Midfielder ,0,25000000,"Last update: Jun 11, 2019",30000000,7/29/2016
Zouhair Feddal,Real Betis,LaLiga,29,Defender ,0,5000000,"Last update: Jun 11, 2019",5000000,06/11/2019
Alphonse Areola,Real Madrid,LaLiga,26,Goalkeeper,2,17500000,"Last update: Jun 3, 2019",17500000,03/07/2019
Alvaro Odriozola,Real Madrid,LaLiga,23,Defender ,0,25000000,"Last update: Jun 11, 2019",30000000,7/15/2018
Brahim Diaz,Real Madrid,LaLiga,20,Midfielder ,0,17000000,"Last update: Jun 11, 2019",17000000,2/28/2019
Casemiro,Real Madrid,LaLiga,27,Midfielder ,1,60000000,"Last update: Jun 11, 2019",70000000,10/31/2018
Daniel Carvajal,Real Madrid,LaLiga,27,Defender ,0,50000000,"Last update: Jun 11, 2019",60000000,3/22/2018
Eden Hazard,Real Madrid,LaLiga,28,Forward ,1,150000000,"Last update: Jun 13, 2019",150000000,10/17/2018
Eder Militao,Real Madrid,LaLiga,21,Defender ,0,50000000,"Last update: Jun 7, 2019",50000000,3/18/2019
Federico Valverde,Real Madrid,LaLiga,21,Midfielder ,1,20000000,"Last update: Jun 11, 2019",20000000,06/11/2019
Ferland Mendy,Real Madrid,LaLiga,24,Defender ,0,40000000,"Last update: Sep 10, 2019",40000000,09/10/2019
Gareth Bale,Real Madrid,LaLiga,30,Forward ,2,60000000,"Last update: Jun 11, 2019",90000000,7/15/2016
Isco,Real Madrid,LaLiga,27,Midfielder ,0,60000000,"Last update: Jun 11, 2019",90000000,10/31/2018
James Rodriguez,Real Madrid,LaLiga,28,Midfielder ,1,50000000,"Last update: Jun 5, 2019",80000000,07/01/2015
Karim Benzema,Real Madrid,LaLiga,31,Forward ,9,40000000,"Last update: Jun 11, 2019",60000000,2/22/2016
Lucas Vazquez,Real Madrid,LaLiga,28,Forward ,1,25000000,"Last update: Jun 11, 2019",25000000,3/22/2018
Luka Jovic,Real Madrid,LaLiga,21,Forward ,1,60000000,"Last update: Jun 5, 2019",60000000,06/05/2019
Luka Modric,Real Madrid,LaLiga,34,Midfielder ,1,20000000,"Last update: Jun 11, 2019",55000000,7/20/2014
Marcelo,Real Madrid,LaLiga,31,Defender ,0,25000000,"Last update: Jun 11, 2019",70000000,10/31/2018
Marco Asensio,Real Madrid,LaLiga,23,Forward ,14,60000000,"Last update: Jun 11, 2019",90000000,10/31/2018
Mariano Diaz,Real Madrid,LaLiga,26,Forward ,0,20000000,"Last update: Jun 11, 2019",22000000,1/24/2018
Nacho,Real Madrid,LaLiga,29,Defender ,0,20000000,"Last update: Sep 10, 2019",35000000,7/15/2018
Raphael Varane,Real Madrid,LaLiga,26,Defender ,0,70000000,"Last update: Jun 11, 2019",80000000,7/15/2018
Rodrygo,Real Madrid,LaLiga,18,Forward ,2,40000000,"Last update: Aug 1, 2019",40000000,2/18/2019
Sergio Ramos,Real Madrid,LaLiga,33,Defender ,2,25000000,"Last update: Jun 11, 2019",50000000,3/22/2018
Thibaut Courtois,Real Madrid,LaLiga,27,Goalkeeper,7,55000000,"Last update: Jun 11, 2019",65000000,7/16/2018
Toni Kroos,Real Madrid,LaLiga,29,Midfielder ,2,60000000,"Last update: Jun 11, 2019",80000000,01/01/2018
Vinicius Junior,Real Madrid,LaLiga,19,Forward ,1,70000000,"Last update: Jun 11, 2019",70000000,2/28/2019
Adnan Januzaj,Real Sociedad,LaLiga,24,Forward ,0,15000000,"Last update: Jun 11, 2019",15000000,7/16/2018
Aihen Munoz,Real Sociedad,LaLiga,22,Defender ,0,7500000,"Last update: Jun 11, 2019",7500000,06/11/2019
Alex Remiro,Real Sociedad,LaLiga,24,Goalkeeper,5,1500000,"Last update: Jun 11, 2019",1500000,01/01/2018
Alexander Isak,Real Sociedad,LaLiga,20,Forward ,2,8000000,"Last update: Jun 12, 2019",8000000,06/12/2019
Ander Barrenetxea,Real Sociedad,LaLiga,17,Forward ,0,10000000,"Last update: Jun 1, 2019",10000000,06/01/2019
Ander Guevara,Real Sociedad,LaLiga,22,Midfielder ,0,2500000,"Last update: Jun 1, 2019",2500000,06/01/2019
Andoni Gorosabel,Real Sociedad,LaLiga,23,Defender ,0,1500000,"Last update: Jun 11, 2019",2500000,12/21/2018
Andoni Zubiaurre,Real Sociedad,LaLiga,22,Goalkeeper,54,300000,"Last update: Jun 29, 2019",300000,5/30/2018
Aritz Elustondo,Real Sociedad,LaLiga,25,Defender ,0,10000000,"Last update: Jun 11, 2019",10000000,06/11/2019
Asier Illarramendi,Real Sociedad,LaLiga,29,Midfielder ,0,25000000,"Last update: Jun 11, 2019",25000000,10/31/2018
David Zurutuza,Real Sociedad,LaLiga,33,Midfielder ,0,2500000,"Last update: Jun 11, 2019",4000000,02/04/2011
Diego Llorente,Real Sociedad,LaLiga,26,Defender ,0,25000000,"Last update: Jun 11, 2019",25000000,06/11/2019
Igor Zubeldia,Real Sociedad,LaLiga,22,Midfielder ,0,30000000,"Last update: Jun 11, 2019",30000000,06/11/2019
Joseba Zaldua,Real Sociedad,LaLiga,27,Defender ,0,10000000,"Last update: Jun 11, 2019",10000000,06/11/2019
Luca Sangalli,Real Sociedad,LaLiga,24,Midfielder ,0,4000000,"Last update: Jun 11, 2019",4000000,06/11/2019
Martin Ødegaard,Real Sociedad,LaLiga,20,Midfielder ,2,20000000,"Last update: Sep 10, 2019",20000000,09/10/2019
Miguel Angel Moya,Real Sociedad,LaLiga,35,Goalkeeper,9,1500000,"Last update: Jun 11, 2019",7000000,1/23/2015
Mikel Merino,Real Sociedad,LaLiga,23,Midfielder ,2,15000000,"Last update: Jun 11, 2019",15000000,06/11/2019
Mikel Oyarzabal,Real Sociedad,LaLiga,22,Forward ,4,60000000,"Last update: Sep 10, 2019",60000000,09/10/2019
Modibo Sagnan,Real Sociedad,LaLiga,20,Defender ,0,4500000,"Last update: Sep 10, 2019",4500000,09/10/2019
Nacho Monreal,Real Sociedad,LaLiga,33,Defender ,1,8000000,"Last update: Jun 13, 2019",15000000,02/09/2016
Portu,Real Sociedad,LaLiga,27,Forward ,4,10000000,"Last update: Jun 11, 2019",10000000,3/22/2018
Robin Le Normand,Real Sociedad,LaLiga,23,Defender ,0,4000000,"Last update: Jun 11, 2019",4000000,06/11/2019
Ruben Pardo,Real Sociedad,LaLiga,27,Midfielder ,7,4000000,"Last update: Jun 11, 2019",10000000,7/20/2014
Willian Jose,Real Sociedad,LaLiga,27,Forward ,5,30000000,"Last update: Jun 11, 2019",30000000,10/31/2018
Alvaro Aguado,Real Valladolid,LaLiga,23,Midfielder ,2,600000,"Last update: Jun 29, 2019",800000,2/19/2019
Andrii Lunin,Real Valladolid,LaLiga,20,Goalkeeper,0,7500000,"Last update: Jun 11, 2019",8500000,07/12/2018
Antonito,Real Valladolid,LaLiga,31,Defender ,0,2000000,"Last update: Jun 11, 2019",2000000,06/11/2019
Anuar,Real Valladolid,LaLiga,24,Midfielder ,0,1500000,"Last update: Jun 11, 2019",1500000,06/11/2019
Enes Ünal,Real Valladolid,LaLiga,22,Forward ,1,5000000,"Last update: Jun 11, 2019",14000000,8/17/2017
Fede San Emeterio,Real Valladolid,LaLiga,22,Midfielder ,0,5000000,"Last update: Jun 29, 2019",5000000,6/29/2019
Federico Barba,Real Valladolid,LaLiga,26,Defender ,0,2000000,"Last update: Jun 6, 2019",2000000,07/01/2015
Javi Moyano,Real Valladolid,LaLiga,33,Defender ,0,800000,"Last update: Jun 11, 2019",800000,06/11/2019
Javi Sanchez,Real Valladolid,LaLiga,22,Defender ,6,2000000,"Last update: Jun 29, 2019",2000000,6/29/2019
